native_ptr_name,token
RunPressKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671538
RunBadStatKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671539
RunBadMotKaifukuKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671540
RunSeKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671541
RunPcmKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671542
RunHitStopKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671543
RunAnalyzeKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671544
RunHelpKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671545
RunFormOnOffKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671546
RunFormFlagOnOffKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671547
RunFlyKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671548
RunDeadEventKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671549
RunFadeKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671550
RunSkillNameKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671551
RunHojoKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671552
RunFlareChargeKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671553
RunPadShockKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671554
RunSkillColorKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671555
RunStockPanelFadeOutKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671556
RunStockPanelEndKouka_Public_Static_Void_byref_nbKoukaProcessData_t_byref_nbKoukaPacket_t_0,100671557
nbKoukaProcess1_Private_Static_Object_dds3ProcessID_t_0,100671558
nbKoukaShutdown_Private_Static_Object_dds3ProcessID_t_0,100671559
InitKoukaProcessData_Public_Static_nbKoukaProcessData_t_byref_nbMainProcessData_t_0,100671560
nbInitKoukaProcess_Public_Static_Void_nbMainProcessData_t_0,100671561
