file,native_method_field,metadata_token_int,type,method_base
Il2Cpp/AssetBundleCtrl.cs,LoadSprite_Public_Il2CppReferenceArray_1_Sprite_String_String_String_0,100674317,AssetBundleCtrl,LoadSprite
Il2Cpp/AssetBundleCtrl.cs,LoadSprite_Public_Il2CppReferenceArray_1_Sprite_String_String_0,100674318,AssetBundleCtrl,LoadSprite
Il2Cpp/AssetBundleCtrl.cs,LoadAudioClip_Public_AudioClip_String_String_String_0,100674319,AssetBundleCtrl,LoadAudioClip
Il2Cpp/AssetBundleCtrl.cs,LoadVideoClip_Public_VideoClip_String_String_String_0,100674320,AssetBundleCtrl,LoadVideoClip
Il2Cpp/AssetBundleCtrl.cs,CheckChangeVoice_Private_Void_byref_String_byref_String_0,100674321,AssetBundleCtrl,CheckChangeVoice
Il2Cpp/AssetBundleCtrl.cs,LoadAsset_Public_Object_String_String_String_0,100674322,AssetBundleCtrl,LoadAsset
Il2Cpp/AssetBundleCtrl.cs,LoadFile_Public_Object_String_String_String_String_0,100674323,AssetBundleCtrl,LoadFile
Il2Cpp/AssetBundleCtrl.cs,LoadFileAsync_Public_AssetBundleRequest_String_String_String_String_0,100674324,AssetBundleCtrl,LoadFileAsync
Il2Cpp/AssetBundleCtrl.cs,LoadFile_Public_Object_String_String_0,100674325,AssetBundleCtrl,LoadFile
Il2Cpp/AssetBundleCtrl.cs,LoadFileAsync_Public_AssetBundleRequest_String_String_0,100674326,AssetBundleCtrl,LoadFileAsync
Il2Cpp/AssetBundleCtrl.cs,LoadFileObject_Public_Object_String_String_0,100674327,AssetBundleCtrl,LoadFileObject
Il2Cpp/AssetBundleCtrl.cs,LoadFileByte_Public_Il2CppStructArray_1_Byte_String_String_0,100674328,AssetBundleCtrl,LoadFileByte
Il2Cpp/AssetBundleCtrl.cs,IsFileExists_Public_Boolean_String_String_0,100674329,AssetBundleCtrl,IsFileExists
Il2Cpp/AssetBundleCtrl.cs,GetKeys_Public_Il2CppStringArray_0,100674330,AssetBundleCtrl,GetKeys
Il2Cpp/AssetBundleCtrl.cs,_ctor_Public_Void_0,100674331,AssetBundleCtrl,
Il2Cpp/AssetBundleCtrl.cs,_ctor_Public_Void_0,100674333,AssetBundleCtrl,
Il2Cpp/AssetBundleCtrl.cs,_ctor_Public_Void_0,100674334,AssetBundleCtrl,
Il2Cpp/AssetBundleCtrl.cs,_ctor_Public_Void_Int32_0,100674335,AssetBundleCtrl,
Il2Cpp/AssetBundleCtrl.cs,System_IDisposable_Dispose_Private_Virtual_Final_New_Void_0,100674336,AssetBundleCtrl,System
Il2Cpp/AssetBundleCtrl.cs,MoveNext_Private_Virtual_Final_New_Boolean_0,100674337,AssetBundleCtrl,MoveNext
Il2Cpp/AssetBundleCtrl.cs,System_Collections_Generic_IEnumerator_System_Object__get_Current_Private_Virtual_Final_New_get_Object_0,100674338,AssetBundleCtrl,System
Il2Cpp/AssetBundleCtrl.cs,System_Collections_IEnumerator_get_Current_Private_Virtual_Final_New_get_Object_0,100674339,AssetBundleCtrl,System
Il2Cpp/DlcFileCtr.cs,_ctor_Public_Void_0,100674346,DlcFileCtr,
Il2Cpp/DlcFileCtr.cs,GetIndex_Private_Int32_Int32_0,100674347,DlcFileCtr,GetIndex
Il2Cpp/DlcFileCtr.cs,Check_Public_Boolean_Int32_0,100674348,DlcFileCtr,Check
Il2Cpp/DlcFileCtr.cs,Mount_Public_Boolean_Int32_0,100674349,DlcFileCtr,Mount
Il2Cpp/DlcFileCtr.cs,Load_Public_Void_String_Int32_String_0,100674350,DlcFileCtr,Load
Il2Cpp/DlcFileCtr.cs,LoadCoroutine_Public_IEnumerator_String_Int32_Il2CppReferenceArray_1_AssetBundleCreateRequest_0,100674351,DlcFileCtr,LoadCoroutine
Il2Cpp/DlcFileCtr.cs,_ctor_Public_Void_Int32_0,100674352,DlcFileCtr,
Il2Cpp/DlcFileCtr.cs,_ctor_Public_Void_Int32_0,100674353,DlcFileCtr,
Il2Cpp/DlcFileCtr.cs,System_IDisposable_Dispose_Private_Virtual_Final_New_Void_0,100674354,DlcFileCtr,System
Il2Cpp/DlcFileCtr.cs,MoveNext_Private_Virtual_Final_New_Boolean_0,100674355,DlcFileCtr,MoveNext
Il2Cpp/DlcFileCtr.cs,System_Collections_Generic_IEnumerator_System_Object__get_Current_Private_Virtual_Final_New_get_Object_0,100674356,DlcFileCtr,System
Il2Cpp/DlcFileCtr.cs,System_Collections_IEnumerator_get_Current_Private_Virtual_Final_New_get_Object_0,100674357,DlcFileCtr,System
Il2Cpp/Localize.cs,GetBaseLanguage_Public_Static_Int32_0,100674505,Localize,GetBaseLanguage
Il2Cpp/Localize.cs,GetLanguage_Public_Static_Int32_0,100674506,Localize,GetLanguage
Il2Cpp/Localize.cs,GetLanguageDefine_Public_Static_Int32_0,100674507,Localize,GetLanguageDefine
Il2Cpp/Localize.cs,IsEFIGS_Public_Static_Boolean_0,100674508,Localize,IsEFIGS
Il2Cpp/Localize.cs,IsCHKO_Public_Static_Boolean_0,100674509,Localize,IsCHKO
Il2Cpp/Localize.cs,IsJA_Public_Static_Boolean_0,100674510,Localize,IsJA
Il2Cpp/Localize.cs,GetPlatform_Public_Static_Int32_0,100674511,Localize,GetPlatform
Il2Cpp/Localize.cs,GetPlatformStr_Public_Static_String_0,100674512,Localize,GetPlatformStr
Il2Cpp/Localize.cs,LoadDefault_Public_Static_Void_Int32_0,100674513,Localize,LoadDefault
Il2Cpp/Localize.cs,GetAppendix_Public_Static_String_0,100674514,Localize,GetAppendix
Il2Cpp/Localize.cs,GetLangCode_Public_Static_String_0,100674515,Localize,GetLangCode
Il2Cpp/Localize.cs,LoadCommonData_Public_Static_Void_0,100674516,Localize,LoadCommonData
Il2Cpp/Localize.cs,ChangeTitle_Public_Static_Void_0,100674517,Localize,ChangeTitle
Il2Cpp/Localize.cs,LoadBattleLocalizeText_Public_Static_Void_0,100674518,Localize,LoadBattleLocalizeText
Il2Cpp/Localize.cs,RemoveBattleLocalizeText_Public_Static_Void_0,100674519,Localize,RemoveBattleLocalizeText
Il2Cpp/Localize.cs,LoadLocalizeText_Public_Static_Void_String_String_0,100674520,Localize,LoadLocalizeText
Il2Cpp/Localize.cs,LoadEventData_Public_Static_Void_String_String_Int32_Boolean_0,100674521,Localize,LoadEventData
Il2Cpp/Localize.cs,ReleaseEventData_Public_Static_Void_Int32_0,100674522,Localize,ReleaseEventData
Il2Cpp/Localize.cs,Load_Public_Static_Void_String_String_0,100674523,Localize,Load
Il2Cpp/Localize.cs,GetData_Public_Static_EventEMsgData_String_0,100674524,Localize,GetData
Il2Cpp/Localize.cs,Remove_Public_Static_Void_String_0,100674525,Localize,Remove
Il2Cpp/Localize.cs,GetLocalizeText_Public_Static_String_String_0,100674526,Localize,GetLocalizeText
Il2Cpp/Localize.cs,GetLocalizeText_Public_Static_String_String_String_0,100674527,Localize,GetLocalizeText
Il2Cpp/Localize.cs,ContainsIndex_Public_Static_Int32_String_0,100674528,Localize,ContainsIndex
Il2Cpp/Localize.cs,SettingFontMaterial_Public_Static_Void_0,100674529,Localize,SettingFontMaterial
Il2Cpp/Localize.cs,_ctor_Public_Void_String_EventEMsgData_0,100674531,Localize,
Il2Cpp/Localize.cs,_ctor_Public_Void_0,100674532,Localize,
Il2Cpp/Localize.cs,_ContainsIndex_b__0_Internal_Boolean_EvtMsgDat_0,100674533,Localize,
Il2Cpp/Platform_AB_Chk.cs,Start_Private_Void_0,100663309,Platform_AB_Chk,Start
Il2Cpp/Platform_AB_Chk.cs,DlcChk_Private_String_0,100663310,Platform_AB_Chk,DlcChk
Il2Cpp/Platform_AB_Chk.cs,ExistsChk_Private_List_1_Int32_String_Il2CppObjectBase_0,100663311,Platform_AB_Chk,ExistsChk
Il2Cpp/Platform_AB_Chk.cs,PlatformSearch_Private_String_String_Il2CppObjectBase_Il2CppObjectBase_0,100663312,Platform_AB_Chk,PlatformSearch
Il2Cpp/Platform_AB_Chk.cs,PlatformSearchSet_Private_Void_String_Il2CppObjectBase_0,100663313,Platform_AB_Chk,PlatformSearchSet
Il2Cpp/Platform_AB_Chk.cs,ABPlatformChk_Private_String_String_0,100663314,Platform_AB_Chk,ABPlatformChk
Il2Cpp/Platform_AB_Chk.cs,LanguageSearch_Private_String_Il2CppObjectBase_List_1_Int32_Il2CppObjectBase_String_0,100663315,Platform_AB_Chk,LanguageSearch
Il2Cpp/Platform_AB_Chk.cs,_ctor_Public_Void_0,100663316,Platform_AB_Chk,
Il2Cpp/ScrScriptProcess.cs,LinkScriptHandleList_Internal_Static_Void_scrProcessWork_s_0,100673445,ScrScriptProcess,LinkScriptHandleList
Il2Cpp/ScrScriptProcess.cs,UnlinkScriptHandleList_Internal_Static_Void_scrProcessWork_s_0,100673446,ScrScriptProcess,UnlinkScriptHandleList
Il2Cpp/ScrScriptProcess.cs,AddScript_Internal_Static_scrProcessWork_s_scrHeader_t_Il2CppStructArray_1_scrTypeTable_t_Il2CppReferenceArray_1_scrProcTable_t_Il2CppReferenceArray_1_scrLabelTable_t_Il2CppStructArray_1_scrCode_t_Il2CppStructArray_1_Byte_Il2CppStructArray_1_Byte_Int32_0,100673447,ScrScriptProcess,AddScript
Il2Cpp/ScrScriptProcess.cs,AddScript2_Internal_Static_scrProcessWork_s_Il2CppStructArray_1_Byte_Int32_0,100673448,ScrScriptProcess,AddScript2
Il2Cpp/ScrScriptProcess.cs,AddScript3_Internal_Static_scrProcessWork_s_String_Int32_String_0,100673449,ScrScriptProcess,AddScript3
Il2Cpp/ScrScriptProcess.cs,StartScriptProcess_Internal_Static_dds3ProcessID_t_Int32_scrProcessWork_s_0,100673450,ScrScriptProcess,StartScriptProcess
Il2Cpp/ScrScriptProcess.cs,scrInitGlobalWork_Public_Static_Void_0,100673451,ScrScriptProcess,scrInitGlobalWork
Il2Cpp/ScrScriptProcess.cs,scrStartScript3_Public_Static_dds3ProcessID_t_Int32_String_Int32_String_0,100673452,ScrScriptProcess,scrStartScript3
Il2Cpp/ScrScriptProcess.cs,scrStartScript2_Public_Static_dds3ProcessID_t_Int32_Il2CppStructArray_1_Byte_Int32_0,100673453,ScrScriptProcess,scrStartScript2
Il2Cpp/ScrScriptProcess.cs,scrStartScript1a_Public_Static_dds3ProcessID_t_Int32_scrHeader_t_Il2CppStructArray_1_scrTypeTable_t_Il2CppReferenceArray_1_scrProcTable_t_Il2CppReferenceArray_1_scrLabelTable_t_Il2CppStructArray_1_scrCode_t_Il2CppStructArray_1_Byte_Il2CppStructArray_1_Byte_Int32_0,100673454,ScrScriptProcess,scrStartScript1a
Il2Cpp/ScrScriptProcess.cs,scrReleaseScript_Public_Static_Void_scrProcessWork_s_0,100673455,ScrScriptProcess,scrReleaseScript
Il2Cpp/ScrScriptProcess.cs,scrAllReleaseScript_Public_Static_Void_0,100673456,ScrScriptProcess,scrAllReleaseScript
Il2Cpp/ScrScriptProcess.cs,scrSearchScriptName_Public_Static_scrProcessWork_s_String_0,100673457,ScrScriptProcess,scrSearchScriptName
Il2Cpp/ScrScriptProcess.cs,scrSearchProcedureName_Public_Static_Int32_Object_String_0,100673458,ScrScriptProcess,scrSearchProcedureName
Il2Cpp/ScrScriptProcess.cs,scrSetUserData_Public_Static_Void_dds3ProcessID_t_Object_0,100673459,ScrScriptProcess,scrSetUserData
Il2Cpp/ScrScriptProcess.cs,scrScriptShutdown_Public_Static_Object_dds3ProcessID_t_0,100673460,ScrScriptProcess,scrScriptShutdown
Il2Cpp/ScrScriptProcess.cs,scrScriptProcess_Public_Static_dds3ProcessFunc_t_dds3ProcessID_t_0,100673461,ScrScriptProcess,scrScriptProcess
Il2Cpp/ScrScriptProcess.cs,GetEventFileNameToAssetName_Public_Static_String_String_0,100673462,ScrScriptProcess,GetEventFileNameToAssetName
Il2Cpp/ScrScriptProcess.cs,IsDLC_Public_Static_Boolean_0,100673463,ScrScriptProcess,IsDLC
Il2Cpp/ScrScriptProcess.cs,IsDLCField_Public_Static_Boolean_Int32_0,100673464,ScrScriptProcess,IsDLCField
Il2Cpp/ScrScriptProcess.cs,GetDLCTag_Public_Static_String_Int32_0,100673465,ScrScriptProcess,GetDLCTag
Il2Cpp/ScrScriptProcess.cs,IndexToProcess_Public_Static_dds3ProcessID_t_Int32_0,100673466,ScrScriptProcess,IndexToProcess
Il2Cpp/ScrScriptProcess.cs,ProcessToIndex_Public_Static_Int32_dds3ProcessID_t_0,100673467,ScrScriptProcess,ProcessToIndex
Il2Cpp/SndAssetBundleManager.cs,Initialize_Public_Static_Void_0,100674705,SndAssetBundleManager,Initialize
Il2Cpp/SndAssetBundleManager.cs,_appendList_Internal_Static_Void_String_byref_Dictionary_2_String_Dictionary_2_String_SndData_SNDDIR_0,100674706,SndAssetBundleManager,
Il2Cpp/SndAssetBundleManager.cs,_load_motionvoice_Internal_Static_Void_0,100674707,SndAssetBundleManager,
Il2Cpp/SndAssetBundleManager.cs,_load_npcvoice_Internal_Static_Void_0,100674708,SndAssetBundleManager,
Il2Cpp/SndAssetBundleManager.cs,_load_replacevoice_Internal_Static_Void_0,100674709,SndAssetBundleManager,
Il2Cpp/SndAssetBundleManager.cs,LoadKeys_Public_Static_Void_SNDDIR_String_String_0,100674710,SndAssetBundleManager,LoadKeys
Il2Cpp/SndAssetBundleManager.cs,_loadbgm_Internal_Static_Void_SNDDIR_String_0,100674711,SndAssetBundleManager,
Il2Cpp/SndAssetBundleManager.cs,LoadKeysBGM1_Public_Static_Void_SNDDIR_String_String_0,100674712,SndAssetBundleManager,LoadKeysBGM1
Il2Cpp/SndAssetBundleManager.cs,_loadbgm2_Internal_Static_Void_String_String_0,100674713,SndAssetBundleManager,
Il2Cpp/SndAssetBundleManager.cs,_loadse_Internal_Static_Void_String_0,100674714,SndAssetBundleManager,
Il2Cpp/SndAssetBundleManager.cs,LoadKeysSE1_Public_Static_Void_SNDDIR_String_String_0,100674715,SndAssetBundleManager,LoadKeysSE1
Il2Cpp/SndAssetBundleManager.cs,_loadse2_Internal_Static_Void_String_String_0,100674716,SndAssetBundleManager,
Il2Cpp/SndAssetBundleManager.cs,LoadKeysMSE_Public_Static_Int32_String_Int32_0,100674717,SndAssetBundleManager,LoadKeysMSE
Il2Cpp/SndAssetBundleManager.cs,IsConstantsVoice_Public_Static_Boolean_String_0,100674718,SndAssetBundleManager,IsConstantsVoice
Il2Cpp/SndAssetBundleManager.cs,_loadvoice_Internal_Static_Void_String_String_0,100674719,SndAssetBundleManager,
Il2Cpp/SndAssetBundleManager.cs,RemoveKeys_Public_Static_Void_SNDDIR_String_0,100674720,SndAssetBundleManager,RemoveKeys
Il2Cpp/SndAssetBundleManager.cs,GetAudioClip_Public_Static_AudioClip_Int32_String_0,100674721,SndAssetBundleManager,GetAudioClip
Il2Cpp/SndAssetBundleManager.cs,LoadBossAIMSG_Public_Static_Void_String_0,100674722,SndAssetBundleManager,LoadBossAIMSG
Il2Cpp/SndAssetBundleManager.cs,VoiceCommonKey_Private_Static_String_String_String_0,100674723,SndAssetBundleManager,VoiceCommonKey
Il2Cpp/SndAssetBundleManager.cs,LoadEventVoice_Public_Static_Void_Int32_String_EventEMsgData_0,100674724,SndAssetBundleManager,LoadEventVoice
Il2Cpp/SndAssetBundleManager.cs,IsLocalizeKey_Internal_Static_String_String_0,100674725,SndAssetBundleManager,IsLocalizeKey
Il2Cpp/SndAssetBundleManager.cs,load_voice_Internal_Static_Boolean_Int32_String_String_String_EventEMsgData_Int32_Boolean_0,100674726,SndAssetBundleManager,load
Il2Cpp/SndAssetBundleManager.cs,LoadFNPCVoice_Public_Static_Void_String_0,100674727,SndAssetBundleManager,LoadFNPCVoice
Il2Cpp/SndAssetBundleManager.cs,CheckEnemy_Public_Static_Void_Int32_0,100674728,SndAssetBundleManager,CheckEnemy
Il2Cpp/SndAssetBundleManager.cs,ReplaceVoice_Public_Static_String_String_0,100674729,SndAssetBundleManager,ReplaceVoice
Il2Cpp/SteamDlcFileUtil.cs,InitAddOnContent_Public_Static_IEnumerable_1_Int32_0,100673966,SteamDlcFileUtil,InitAddOnContent
Il2Cpp/SteamDlcFileUtil.cs,GetMountPath_Public_Static_String_Int32_0,100673967,SteamDlcFileUtil,GetMountPath
Il2Cpp/SteamDlcFileUtil.cs,CallStore_Public_Static_Void_0,100673968,SteamDlcFileUtil,CallStore
Il2Cpp/SteamDlcFileUtil.cs,_ctor_Public_Void_Int32_UInt32_String_0,100673970,SteamDlcFileUtil,
Il2Cpp/SteamDlcFileUtil.cs,_ctor_Public_Void_0,100673971,SteamDlcFileUtil,
Il2Cpp/SteamDlcFileUtil.cs,_ctor_Public_Void_Int32_0,100673972,SteamDlcFileUtil,
Il2Cpp/SteamDlcFileUtil.cs,System_IDisposable_Dispose_Private_Virtual_Final_New_Void_0,100673973,SteamDlcFileUtil,System
Il2Cpp/SteamDlcFileUtil.cs,MoveNext_Private_Virtual_Final_New_Boolean_0,100673974,SteamDlcFileUtil,MoveNext
Il2Cpp/SteamDlcFileUtil.cs,System_Collections_Generic_IEnumerator_System_Int32__get_Current_Private_Virtual_Final_New_get_Int32_0,100673975,SteamDlcFileUtil,System
Il2Cpp/SteamDlcFileUtil.cs,System_Collections_IEnumerator_get_Current_Private_Virtual_Final_New_get_Object_0,100673976,SteamDlcFileUtil,System
Il2Cpp/SteamDlcFileUtil.cs,System_Collections_Generic_IEnumerable_System_Int32__GetEnumerator_Private_Virtual_Final_New_IEnumerator_1_Int32_0,100673977,SteamDlcFileUtil,System
Il2Cpp/SteamDlcFileUtil.cs,System_Collections_IEnumerable_GetEnumerator_Private_Virtual_Final_New_IEnumerator_0,100673978,SteamDlcFileUtil,System
Il2Cpp/fldFileResolver.cs,fldMakeDmyMatter_Private_Static_dds3Basic_t_0,100668457,fldFileResolver,fldMakeDmyMatter
Il2Cpp/fldFileResolver.cs,fldGetMatter_From_ModelRangeID_Public_Static_dds3Basic_t_Int32_0,100668458,fldFileResolver,fldGetMatter
Il2Cpp/fldFileResolver.cs,fldMakeResouceBasicFL1_Private_Static_Void_Il2CppReferenceArray_1_fldResourceTypeTable_t_UInt32_Il2CppStructArray_1_Byte_0,100668459,fldFileResolver,fldMakeResouceBasicFL1
Il2Cpp/fldFileResolver.cs,fldMakeResouceBasicFL2_Private_Static_Void_Il2CppReferenceArray_1_fldResourceTypeTable_t_UInt32_Il2CppStructArray_1_Byte_0,100668460,fldFileResolver,fldMakeResouceBasicFL2
Il2Cpp/fldFileResolver.cs,fldMakeBlockBasicFL2_Private_Static_Void_Il2CppReferenceArray_1_fldConstruntAreaFL2_t_UInt32_0,100668461,fldFileResolver,fldMakeBlockBasicFL2
Il2Cpp/fldFileResolver.cs,fldMakeObjectBasic2_Private_Static_Void_0,100668462,fldFileResolver,fldMakeObjectBasic2
Il2Cpp/fldFileResolver.cs,fldMakeObjectBasic3_Private_Static_Void_0,100668463,fldFileResolver,fldMakeObjectBasic3
Il2Cpp/fldFileResolver.cs,fldFileResolverFL1_Private_Static_Void_fldFileInfoHeaderFL1_t_Il2CppStructArray_1_Byte_String_0,100668464,fldFileResolver,fldFileResolverFL1
Il2Cpp/fldFileResolver.cs,fldFileResolverFL2_Private_Static_Void_fldFileInfoHeaderFL2_t_Il2CppStructArray_1_Byte_0,100668465,fldFileResolver,fldFileResolverFL2
Il2Cpp/fldFileResolver.cs,GetStringToByte_Public_Static_String_Il2CppStructArray_1_Byte_Int32_0,100668466,fldFileResolver,GetStringToByte
Il2Cpp/fldFileResolver.cs,fldAddressResolverFL1_Private_Static_fldFileInfoHeaderFL1_t_Il2CppStructArray_1_Byte_0,100668467,fldFileResolver,fldAddressResolverFL1
Il2Cpp/fldFileResolver.cs,SetfldFileAreaDataFL1_Private_Static_fldFileAreaDataFL1_t_Il2CppStructArray_1_Byte_Int32_0,100668468,fldFileResolver,SetfldFileAreaDataFL1
Il2Cpp/fldFileResolver.cs,fldAddressResolverFL2_Private_Static_fldFileInfoHeaderFL2_t_Il2CppStructArray_1_Byte_0,100668469,fldFileResolver,fldAddressResolverFL2
Il2Cpp/fldFileResolver.cs,SetfldFileAreaDataFL2_Private_Static_fldFileAreaDataFL2_t_Il2CppStructArray_1_Byte_Int32_0,100668470,fldFileResolver,SetfldFileAreaDataFL2
Il2Cpp/fldFileResolver.cs,SetfldConstruntAreaFL2_Private_Static_Il2CppReferenceArray_1_fldConstruntAreaFL2_t_Il2CppStructArray_1_Byte_UInt32_Int32_0,100668471,fldFileResolver,SetfldConstruntAreaFL2
Il2Cpp/fldFileResolver.cs,SetfldResourceTypeTable_Private_Static_Il2CppReferenceArray_1_fldResourceTypeTable_t_Il2CppStructArray_1_Byte_UInt32_Int32_0,100668472,fldFileResolver,SetfldResourceTypeTable
Il2Cpp/fldFileResolver.cs,SetfldResourceDataTable_Private_Static_Il2CppReferenceArray_1_fldResHead_t_Il2CppStructArray_1_Byte_UInt32_Int32_0,100668473,fldFileResolver,SetfldResourceDataTable
Il2Cpp/fldFileResolver.cs,SetfldResHeadPos_Private_Static_fldResHeadPos_t_Il2CppStructArray_1_Byte_Int32_0,100668474,fldFileResolver,SetfldResHeadPos
Il2Cpp/fldFileResolver.cs,SetfldResHeadAreaName_Private_Static_fldResHeadAreaName_t_Il2CppStructArray_1_Byte_Int32_0,100668475,fldFileResolver,SetfldResHeadAreaName
Il2Cpp/fldFileResolver.cs,SetfldResHeadLink_Private_Static_fldResHeadLink_t_Il2CppStructArray_1_Byte_Int32_0,100668476,fldFileResolver,SetfldResHeadLink
Il2Cpp/fldFileResolver.cs,SetfldResHeadLinkData_Private_Static_fldResHeadLinkData_t_Il2CppStructArray_1_Byte_byref_Int32_0,100668477,fldFileResolver,SetfldResHeadLinkData
Il2Cpp/fldFileResolver.cs,SetfldResCollision_Private_Static_fldResCollision_t_Il2CppStructArray_1_Byte_Int32_0,100668478,fldFileResolver,SetfldResCollision
Il2Cpp/fldFileResolver.cs,SetfldResCollisionPoly_Private_Static_fldResCollisionPoly_t_Il2CppStructArray_1_Byte_Int32_0,100668479,fldFileResolver,SetfldResCollisionPoly
Il2Cpp/fldFileResolver.cs,SetfldResCollisionpVertex_Private_Static_Il2CppStructArray_1_Vector4_Il2CppStructArray_1_Byte_Int32_Int32_0,100668480,fldFileResolver,SetfldResCollisionpVertex
Il2Cpp/fldFileResolver.cs,SetfldResCollisionPolyFace_Private_Static_Il2CppReferenceArray_1_fldResCollisionPolyFace_t_Il2CppStructArray_1_Byte_Int32_Int32_0,100668481,fldFileResolver,SetfldResCollisionPolyFace
Il2Cpp/fldFileResolver.cs,SetfldResCollPolyTome_Private_Static_fldResCollPolyTome_t_Il2CppStructArray_1_Byte_Int32_0,100668482,fldFileResolver,SetfldResCollPolyTome
Il2Cpp/fldFileResolver.cs,SetfldResCollPolyTomeName_Private_Static_Il2CppReferenceArray_1_fldResCollPolyTomeName_t_Il2CppStructArray_1_Byte_Int32_Int32_0,100668483,fldFileResolver,SetfldResCollPolyTomeName
Il2Cpp/fldFileResolver.cs,SetfldResEvent_Private_Static_fldResEvent_t_Il2CppStructArray_1_Byte_Int32_0,100668484,fldFileResolver,SetfldResEvent
Il2Cpp/fldFileResolver.cs,SetfldResPut_Public_Static_fldResPut_t_Il2CppStructArray_1_Byte_Int32_fldResPut_t_0,100668485,fldFileResolver,SetfldResPut
Il2Cpp/fldFileResolver.cs,SetfldEveType_Public_Static_UInt32_Il2CppStructArray_1_Byte_Int32_fldResPut_t_0,100668486,fldFileResolver,SetfldEveType
Il2Cpp/fldFileResolver.cs,SetfldResPutEveBall_Public_Static_fldResPutEveBall_t_Il2CppStructArray_1_Byte_Int32_fldResPut_t_0,100668487,fldFileResolver,SetfldResPutEveBall
Il2Cpp/fldFileResolver.cs,SetfldResCam_Private_Static_fldResCam_t_Il2CppStructArray_1_Byte_Int32_0,100668488,fldFileResolver,SetfldResCam
Il2Cpp/fldFileResolver.cs,SetfldResPutNpc_Private_Static_fldResPutNpc_t_Il2CppStructArray_1_Byte_Int32_0,100668489,fldFileResolver,SetfldResPutNpc
Il2Cpp/fldFileResolver.cs,SetfldResPutItemBox_Private_Static_fldResPutItemBox_t_Il2CppStructArray_1_Byte_Int32_0,100668490,fldFileResolver,SetfldResPutItemBox
Il2Cpp/fldFileResolver.cs,SetfldResPutSE_Private_Static_fldResPutSE_t_Il2CppStructArray_1_Byte_Int32_0,100668491,fldFileResolver,SetfldResPutSE
Il2Cpp/fldFileResolver.cs,SetfldResourceEffect_Private_Static_fldResourceEffect_t_Il2CppStructArray_1_Byte_Int32_0,100668492,fldFileResolver,SetfldResourceEffect
Il2Cpp/fldFileResolver.cs,SetfldResourceLight_Private_Static_fldResourceLight_t_Il2CppStructArray_1_Byte_Int32_0,100668493,fldFileResolver,SetfldResourceLight
Il2Cpp/fldFileResolver.cs,SetfldResourcePathTableInfo_Private_Static_fldResourcePathTableInfo_t_Il2CppStructArray_1_Byte_Int32_0,100668494,fldFileResolver,SetfldResourcePathTableInfo
Il2Cpp/fldFileResolver.cs,SetfldResourcePathTable_Private_Static_Il2CppReferenceArray_1_fldResourcePathTable_t_Il2CppStructArray_1_Byte_Int32_Int32_0,100668495,fldFileResolver,SetfldResourcePathTable
Il2Cpp/fldFileResolver.cs,SetfldResourcePathData_Float_Private_Static_fldResourcePathData_t_Float_Il2CppStructArray_1_Byte_Int32_0,100668496,fldFileResolver,SetfldResourcePathData
Il2Cpp/fldFileResolver.cs,SetfldResourcePathData_Vector3_Private_Static_fldResourcePathData_t_Vector3_Il2CppStructArray_1_Byte_Int32_0,100668497,fldFileResolver,SetfldResourcePathData
