native_ptr_name,token
nbAddBadMotKaifukuPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671672
nbAddDeadPcmPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671673
nbAddSePacket_Public_Static_nbKoukaPacket_t_Int32_Int32_UInt32_0,100671674
nbAddSePacket2_Public_Static_nbKoukaPacket_t_Int32_Int32_UInt32_0,100671675
nbAddHitStopPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_0,100671676
nbAddAnalyzePacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671677
nbAddJyokyoHelpPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_Int32_Int32_0,100671678
nbAddSkillNamePacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_0,100671679
nbAddFormOnOffPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Int32_0,100671680
nbAddFormFlagOnOffPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Int32_UInt32_0,100671681
nbAddFlyKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671682
nbAddOngBunshin2Packet_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_byref_nbFormation_t_byref_nbFormation_t_byref_nbFormation_t_0,100671683
nbAddOngOutPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671684
nbAddOngOut2Packet_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_0,100671685
nbAddDeadEventKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_Int32_0,100671686
nbAddFadeOutKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_Int32_0,100671687
nbAddFadeInKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_Int32_0,100671688
nbAddHojoKoukaPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_byref_nbFormation_t_UInt32_Int32_0,100671689
nbAddFlareChargePacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_0,100671690
nbAddPadShockPacket_Public_Static_nbKoukaPacket_t_Int32_Int32_Int32_Int32_Int32_0,100671691
nbAddPanelStockFadeOutPacket_Public_Static_Void_Int32_Int32_0,100671692
nbAddPanelStockEndPacket_Public_Static_Void_Int32_Int32_0,100671693
nbMakeSummonPacket_Public_Static_Int32_Int32_Int32_Int32_Int32_Int32_0,100671694
nbMakeReturnPacket_Public_Static_Int32_Int32_Int32_byref_nbParty_t_0,100671695
nbMakeUnitFadeInPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_UInt32_Int32_Int32_Int32_0,100671696
nbMakeUnitFadeOutPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_UInt32_Int32_Int32_Int32_0,100671697
nbMakeDeadVisualPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_Int32_Int32_0,100671698
nbMakeDamagePacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_Int32_Int32_Int32_Int32_Int32_Int32_Int32_Int32_Int32_0,100671699
nbMakeKaifukuPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_Int32_Int32_Int32_UInt32_0,100671700
nbMakeDeadPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_Int32_0,100671701
nbMakePressPacket_Public_Static_Int32_Int32_Int32_Single_0,100671702
nbMakeNewPressPacket_Public_Static_Int32_Int32_Int32_Int32_byref_nbFormation_t_0,100671703
nbMakeFlyBadPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_0,100671704
nbMakeBadDamagePacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_UInt32_0,100671705
nbMakeBadKaifukuPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_0,100671706
nbMakeUnitMoveGetCyDist_Public_Static_Single_byref_nbFormation_t_byref_nbFormation_t_0,100671707
nbMakeUnitMovePacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_UInt32_Int32_Single_0,100671708
nbMakeNegoWorkPosPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_byref_nbFormation_t_0,100671709
nbMakeNegoBackPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_byref_nbFormation_t_0,100671710
nbMakeNegoForwardPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_byref_nbFormation_t_0,100671711
