native_ptr_name,token
SetAction_BADWAIT_Public_Static_Void_byref_nbActionProcessData_t_0,100670867
CheckAction_BADWAIT_Public_Static_Int32_byref_nbActionProcessData_t_0,100670868
SetAction_TARSEL_Public_Static_Void_byref_nbActionProcessData_t_0,100670869
CheckAction_TARSEL_Public_Static_Int32_byref_nbActionProcessData_t_0,100670870
SetAction_STKSEL_Public_Static_Void_byref_nbActionProcessData_t_0,100670871
CheckAction_STKSEL_Public_Static_Int32_byref_nbActionProcessData_t_0,100670872
SobedClear_Public_Static_Void_0,100670873
SetAction_READY_Public_Static_Void_byref_nbActionProcessData_t_0,100670874
CheckAction_READY_Public_Static_Int32_byref_nbActionProcessData_t_0,100670875
SetAction_SKILL_Public_Static_Void_byref_nbActionProcessData_t_0,100670876
CheckAction_SKILL_Public_Static_Int32_byref_nbActionProcessData_t_0,100670877
SetAction_NEGO_Public_Static_Void_byref_nbActionProcessData_t_0,100670878
CheckAction_NEGO_Public_Static_Int32_byref_nbActionProcessData_t_0,100670879
SetAction_NEGORESULT_Public_Static_Void_byref_nbActionProcessData_t_0,100670880
CheckAction_NEGORESULT_Public_Static_Int32_byref_nbActionProcessData_t_0,100670881
SetAction_WAIT_Public_Static_Void_byref_nbActionProcessData_t_0,100670882
CheckAction_WAIT_Public_Static_Int32_byref_nbActionProcessData_t_0,100670883
SetAction_ESCAPE_Public_Static_Void_byref_nbActionProcessData_t_0,100670884
CheckAction_ESCAPE_Public_Static_Int32_byref_nbActionProcessData_t_0,100670885
SetAction_RETURN_Public_Static_Void_byref_nbActionProcessData_t_0,100670886
CheckAction_RETURN_Public_Static_Int32_byref_nbActionProcessData_t_0,100670887
SetAction_INVISIBLE_Public_Static_Void_byref_nbActionProcessData_t_0,100670888
CheckAction_INVISIBLE_Public_Static_Int32_byref_nbActionProcessData_t_0,100670889
SetAction_CHECK1_Public_Static_Void_byref_nbActionProcessData_t_0,100670890
CheckAction_CHECK1_Public_Static_Int32_byref_nbActionProcessData_t_0,100670891
SetAction_CHECK3_Public_Static_Void_byref_nbActionProcessData_t_0,100670892
CheckAction_CHECK3_Public_Static_Int32_byref_nbActionProcessData_t_0,100670893
SetAction_ATO_Public_Static_Void_byref_nbActionProcessData_t_0,100670894
CheckAction_ATO_Public_Static_Int32_byref_nbActionProcessData_t_0,100670895
SetAction_END_Public_Static_Void_byref_nbActionProcessData_t_0,100670896
CheckAction_END_Public_Static_Int32_byref_nbActionProcessData_t_0,100670897
nbGetActionSeq_Public_Static_Int32_dds3ProcessID_t_0,100670898
nbGetPrevActionSeq_Public_Static_Int32_0,100670899
nbActionProcess1_Public_Static_Object_dds3ProcessID_t_0,100670900
nbActionShutdown_Public_Static_Object_dds3ProcessID_t_0,100670901
InitActionProcessData_Public_Static_nbActionProcessData_t_byref_nbMainProcessData_t_Int32_Int32_Int32_Int32_0,100670902
nbInitActionProcess_Public_Static_Void_byref_nbMainProcessData_t_Int32_Int32_Int32_Int32_0,100670903
MAKE_SKILL_SE00_Internal_Static_Int32_Int32_0,100670904
MAKE_SKILL_SE01_Internal_Static_Int32_Int32_0,100670905
GetSOBED_Private_Static_SOBED_Int32_0,100670906
SetPbList_Public_Static_Void_SOBED_PB_LIST_0,100670907
GetPbList_Public_Static_SOBED_PB_LIST_0,100670908
SobedPbSet_Public_Static_Void_Il2CppStructArray_1_Byte_Int32_0,100670909
_ctor_Public_Void_0,100670911
_ctor_Public_Void_Object_IntPtr_0,100670912
Invoke_Public_Virtual_New_Void_byref_nbActionProcessData_t_0,100670913
BeginInvoke_Public_Virtual_New_IAsyncResult_byref_nbActionProcessData_t_AsyncCallback_Object_0,100670914
EndInvoke_Public_Virtual_New_Void_byref_nbActionProcessData_t_IAsyncResult_0,100670915
_ctor_Public_Void_Object_IntPtr_0,100670916
Invoke_Public_Virtual_New_Int32_byref_nbActionProcessData_t_0,100670917
BeginInvoke_Public_Virtual_New_IAsyncResult_byref_nbActionProcessData_t_AsyncCallback_Object_0,100670918
EndInvoke_Public_Virtual_New_Int32_byref_nbActionProcessData_t_IAsyncResult_0,100670919
_ctor_Public_Void_0,100670920
_ctor_Public_Void_0,100670921
