class,token,method,short,ptr_name
nbNegoProcess,100672231,nbDispNegoMessage,nbDispNegoMessage_Public_Static_Void_byref_nbNegoProcessData_t_Int32_Int32_Int32_0,NativeMethodInfoPtr_nbDispNegoMessage_Public_Static_Void_byref_nbNegoProcessData_t_Int32_Int32_Int32_0
nbNegoProcess,100672232,nbCheckNegoMessage,nbCheckNegoMessage_Public_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_nbCheckNegoMessage_Public_Static_Int32_byref_nbNegoProcessData_t_0
nbNegoProcess,100672233,nbSetNegoMesVar,nbSetNegoMesVar_Public_Static_Void_Int32_byref_datUnitWork_t_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbSetNegoMesVar_Public_Static_Void_Int32_byref_datUnitWork_t_byref_datUnitWork_t_0
nbNegoProcess,100672234,nbGetNegoYaruMakkaA,nbGetNegoYaruMakkaA_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetNegoYaruMakkaA_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0
nbNegoProcess,100672235,nbGetNegoYaruMakkaB,nbGetNegoYaruMakkaB_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetNegoYaruMakkaB_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0
nbNegoProcess,100672236,nbGetNegoKureMakkaA,nbGetNegoKureMakkaA_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetNegoKureMakkaA_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0
nbNegoProcess,100672237,nbGetNegoKureMakkaB,nbGetNegoKureMakkaB_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetNegoKureMakkaB_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0
nbNegoProcess,100672238,nbGetNegoKureHpA,nbGetNegoKureHpA_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetNegoKureHpA_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0
nbNegoProcess,100672239,nbGetNegoKureHpB,nbGetNegoKureHpB_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetNegoKureHpB_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0
nbNegoProcess,100672240,nbGetNegoKureMpA,nbGetNegoKureMpA_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetNegoKureMpA_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0
nbNegoProcess,100672241,nbGetNegoKureMpB,nbGetNegoKureMpB_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetNegoKureMpB_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0
nbNegoProcess,100672242,nbGetKureItemA,nbGetKureItemA_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetKureItemA_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0
nbNegoProcess,100672243,nbSelectKureItemA,nbSelectKureItemA_Public_Static_Int32_Int32_0,NativeMethodInfoPtr_nbSelectKureItemA_Public_Static_Int32_Int32_0
nbNegoProcess,100672244,nbGetKureItemB,nbGetKureItemB_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetKureItemB_Public_Static_Int32_byref_nbNegoProcessData_t_byref_datUnitWork_t_byref_datUnitWork_t_0
nbNegoProcess,100672245,nbSelectKureItemB,nbSelectKureItemB_Public_Static_Int32_Int32_0,NativeMethodInfoPtr_nbSelectKureItemB_Public_Static_Int32_Int32_0
nbNegoProcess,100672246,nbGetNegoRequestType,nbGetNegoRequestType_Public_Static_Int32_Int32_0,NativeMethodInfoPtr_nbGetNegoRequestType_Public_Static_Int32_Int32_0
nbNegoProcess,100672247,nbGetNegoTuikaRequestType,nbGetNegoTuikaRequestType_Public_Static_Int32_Int32_0,NativeMethodInfoPtr_nbGetNegoTuikaRequestType_Public_Static_Int32_Int32_0
nbNegoProcess,100672248,nbSetAllHojoSkillWork,nbSetAllHojoSkillWork_Public_Static_Void_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_nbSetAllHojoSkillWork_Public_Static_Void_byref_nbNegoProcessData_t_0
nbNegoProcess,100672249,nbGetHojoSkillWorkCnt,nbGetHojoSkillWorkCnt_Public_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_nbGetHojoSkillWorkCnt_Public_Static_Int32_byref_nbNegoProcessData_t_0
nbNegoProcess,100672250,nbSearchHojoSkillWork,nbSearchHojoSkillWork_Public_Static_UInt32_byref_nbNegoProcessData_t_Int32_0,NativeMethodInfoPtr_nbSearchHojoSkillWork_Public_Static_UInt32_byref_nbNegoProcessData_t_Int32_0
nbNegoProcess,100672251,nbGetQuestionType,nbGetQuestionType_Public_Static_Int32_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetQuestionType_Public_Static_Int32_byref_datUnitWork_t_0
nbNegoProcess,100672252,nbGetNegoYaruItemA,nbGetNegoYaruItemA_Public_Static_Int32_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetNegoYaruItemA_Public_Static_Int32_byref_datUnitWork_t_0
nbNegoProcess,100672253,nbGetNegoYaruItemB,nbGetNegoYaruItemB_Public_Static_Int32_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetNegoYaruItemB_Public_Static_Int32_byref_datUnitWork_t_0
nbNegoProcess,100672254,nbGetNegoYaruStone,nbGetNegoYaruStone_Public_Static_Int32_byref_datUnitWork_t_0,NativeMethodInfoPtr_nbGetNegoYaruStone_Public_Static_Int32_byref_datUnitWork_t_0
nbNegoProcess,100672255,nbGetInfoMsg,nbGetInfoMsg_Public_Static_Int32_Int32_0,NativeMethodInfoPtr_nbGetInfoMsg_Public_Static_Int32_Int32_0
nbNegoProcess,100672256,nbCheckSelectMesJoukenAri,nbCheckSelectMesJoukenAri_Public_Static_Int32_Int32_Int32_0,NativeMethodInfoPtr_nbCheckSelectMesJoukenAri_Public_Static_Int32_Int32_Int32_0
nbNegoProcess,100672257,nbSetNegoNoMotion,nbSetNegoNoMotion_Public_Static_Int32_byref_nbNegoProcessData_t_byref_nbFormation_t_0,NativeMethodInfoPtr_nbSetNegoNoMotion_Public_Static_Int32_byref_nbNegoProcessData_t_byref_nbFormation_t_0
nbNegoProcess,100672258,nbSetNegoYesMotion,nbSetNegoYesMotion_Public_Static_Int32_byref_nbNegoProcessData_t_byref_nbFormation_t_0,NativeMethodInfoPtr_nbSetNegoYesMotion_Public_Static_Int32_byref_nbNegoProcessData_t_byref_nbFormation_t_0
nbNegoProcess,100672259,nbGetInnenNegoID,nbGetInnenNegoID_Public_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_nbGetInnenNegoID_Public_Static_Int32_byref_nbNegoProcessData_t_0
nbNegoProcess,100672260,NegoDebugDraw,NegoDebugDraw_Private_Static_Void_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_NegoDebugDraw_Private_Static_Void_byref_nbNegoProcessData_t_0
nbNegoProcess,100672261,NegoDebugSelectDraw,NegoDebugSelectDraw_Private_Static_Void_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_NegoDebugSelectDraw_Private_Static_Void_byref_nbNegoProcessData_t_0
nbNegoProcess,100672262,NegoDebug,NegoDebug_Private_Static_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_NegoDebug_Private_Static_Int32_byref_nbNegoProcessData_t_0
nbNegoProcess,100672263,nbNegoProcessMessageChk,nbNegoProcessMessageChk_Private_Static_Object_dds3ProcessID_t_0,NativeMethodInfoPtr_nbNegoProcessMessageChk_Private_Static_Object_dds3ProcessID_t_0
nbNegoProcess,100672264,nbNegoProcessMessage,nbNegoProcessMessage_Private_Static_Object_dds3ProcessID_t_0,NativeMethodInfoPtr_nbNegoProcessMessage_Private_Static_Object_dds3ProcessID_t_0
nbNegoProcess,100672265,nbNegoProcessEnd,nbNegoProcessEnd_Private_Static_Object_dds3ProcessID_t_0,NativeMethodInfoPtr_nbNegoProcessEnd_Private_Static_Object_dds3ProcessID_t_0
nbNegoProcess,100672266,nbNegoShutdown,nbNegoShutdown_Private_Static_Object_dds3ProcessID_t_0,NativeMethodInfoPtr_nbNegoShutdown_Private_Static_Object_dds3ProcessID_t_0
nbNegoProcess,100672267,InitNegoProcessData,InitNegoProcessData_Private_Static_nbNegoProcessData_t_byref_nbActionProcessData_t_Int32_Int32_Int32_UInt32_0,NativeMethodInfoPtr_InitNegoProcessData_Private_Static_nbNegoProcessData_t_byref_nbActionProcessData_t_Int32_Int32_Int32_UInt32_0
nbNegoProcess,100672268,nbInitNegoProcess,nbInitNegoProcess_Public_Static_Void_byref_nbActionProcessData_t_Int32_Int32_Int32_Int32_0,NativeMethodInfoPtr_nbInitNegoProcess_Public_Static_Void_byref_nbActionProcessData_t_Int32_Int32_Int32_Int32_0
nbNegoProcess,100672270,_ctor,_ctor_Public_Void_Object_IntPtr_0,NativeMethodInfoPtr__ctor_Public_Void_Object_IntPtr_0
nbNegoProcess,100672271,Invoke,Invoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_0,NativeMethodInfoPtr_Invoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_0
nbNegoProcess,100672272,BeginInvoke,BeginInvoke_Public_Virtual_New_IAsyncResult_byref_nbNegoProcessData_t_AsyncCallback_Object_0,NativeMethodInfoPtr_BeginInvoke_Public_Virtual_New_IAsyncResult_byref_nbNegoProcessData_t_AsyncCallback_Object_0
nbNegoProcess,100672273,EndInvoke,EndInvoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_IAsyncResult_0,NativeMethodInfoPtr_EndInvoke_Public_Virtual_New_Int32_byref_nbNegoProcessData_t_IAsyncResult_0
