file,token,token_dec,method,signature
Il2Cpp/fclCombineAct.cs,0x06001F54,100671316,cmbHidePackModel,public unsafe static dds3ModelHandle_t cmbHidePackModel(cmbModelPack_t pPack)
Il2Cpp/fclCombineAct.cs,0x06001F55,100671317,cmbSetActEffDrawOff,public unsafe static void cmbSetActEffDrawOff(byte Index)
Il2Cpp/fclCombineAct.cs,0x06001F56,100671318,cmbSetActEff,"public unsafe static void cmbSetActEff(byte Index, float Radius, float Height, Vector4 Pos)"
Il2Cpp/fclCombineAct.cs,0x06001F57,100671319,cmbGetModelPosition,"public unsafe static sbyte cmbGetModelPosition(string pKeyWord, ref Vector4 pPos)"
Il2Cpp/fclCombineAct.cs,0x06001F58,100671320,cmbCreateActMaskPosData,"public unsafe static void cmbCreateActMaskPosData(Il2CppStructArray<Vector4> Pos, Il2CppStructArray<float> pRadius, Il2CppStructArray<int> pFlag)"
Il2Cpp/fclCombineAct.cs,0x06001F59,100671321,cmbDrawActEff,"public unsafe static void cmbDrawActEff(Il2CppStructArray<Vector4> Pos, Il2CppStructArray<float> pRadius, float MaskRate, Il2CppStructArray<int> pFlag, int EffMode)"
Il2Cpp/fclCombineAct.cs,0x06001F5A,100671322,cmbDrawZairyou,"public unsafe static void cmbDrawZairyou(int EffMode, float MaskRate, int DrawFlag)"
Il2Cpp/fclCombineAct.cs,0x06001F5B,100671323,cmbDrawTanjyou,public unsafe static void cmbDrawTanjyou()
Il2Cpp/fclCombineAct.cs,0x06001F5C,100671324,cmbDrawAction,public unsafe static void cmbDrawAction()
Il2Cpp/fclCombineAct.cs,0x06001F5D,100671325,cmbGetStatTarget,public unsafe static datUnitWork_t cmbGetStatTarget()
Il2Cpp/fclCombineAct.cs,0x06001F5E,100671326,cmbActTimeTableControl,public unsafe static void cmbActTimeTableControl()
Il2Cpp/fclCombineAct.cs,0x06001F5F,100671327,cmbInitActEff,"public unsafe static void cmbInitActEff(ref effEVECombParSmoke_t eff, ushort DevilID)"
Il2Cpp/fclCombineAct.cs,0x06001F60,100671328,cmbInitActionForScr,public unsafe static void cmbInitActionForScr()
Il2Cpp/fclCombineAct.cs,0x06001F61,100671329,cmpActionSE,"public unsafe static void cmpActionSE(int Mode, int Type)"
Il2Cpp/fclCombineAct.cs,0x06001F62,100671330,cmbActionBGM,public unsafe static void cmbActionBGM(int Mode)
Il2Cpp/fclCombineAct.cs,0x06001F63,100671331,cmbInitAction,public unsafe static void cmbInitAction()
Il2Cpp/fclCombineAct.cs,0x06001F64,100671332,cmbActDisableZairyou,public unsafe static void cmbActDisableZairyou()
Il2Cpp/fclCombineAct.cs,0x06001F65,100671333,cmbChkActScript,public unsafe static sbyte cmbChkActScript()
Il2Cpp/fclCombineAct.cs,0x06001F66,100671334,cmbChkPolygonMovie,public unsafe static sbyte cmbChkPolygonMovie()
Il2Cpp/fclCombineAct.cs,0x06001F67,100671335,cmbUpdateAction,public unsafe static void cmbUpdateAction()
Il2Cpp/fclCombineAct.cs,0x06001F68,100671336,IsMovieSkip,public unsafe static bool IsMovieSkip()
Il2Cpp/fclCombineAct.cs,0x06001F69,100671337,GetLight,"public unsafe static void GetLight(ref float l0_r, ref float l0_g, ref float l0_b, ref float a0_r, ref float a0_g, ref float a0_b, ref float bias, ref float v0_x, ref float v0_y, ref float v0_z, float unity_x, float unity_y, float unity_z)"
Il2Cpp/fclCombineAct.cs,0x06001F6A,100671338,SetLight_From_evtCommand,public unsafe static void SetLight_From_evtCommand(string light_name)
Il2Cpp/fclCombineAct.cs,0x06001F6B,100671339,fclCombineAct,public fclCombineAct(System.IntPtr pointer) : base(pointer)
Il2Cpp/fclCombineAct.cs,0x0600B445,100709445,Invoke,public unsafe void Invoke()
Il2Cpp/fclCombineAct.cs,0x0600B446,100709446,BeginInvoke,"public unsafe Il2CppSystem.IAsyncResult BeginInvoke(Il2CppSystem.AsyncCallback callback, Il2CppSystem.Object @object)"
Il2Cpp/fclCombineAct.cs,0x0600B447,100709447,EndInvoke,public unsafe void EndInvoke(Il2CppSystem.IAsyncResult result)
Il2Cpp/fclCombineAct.cs,0x0600B448,100709448,cmbActCallback_t,public cmbActCallback_t(System.IntPtr pointer) : base(pointer)
Il2Cpp/fclCombineAct.cs,0x0600B449,100709449,cmbActCallback_t,public static implicit operator fclCombineAct.cmbActCallback_t(System.Action A_0)
Il2Cpp/fclCombineAct.cs,0x0600B44A,100709450,,"public static fclCombineAct.cmbActCallback_t operator +(fclCombineAct.cmbActCallback_t A_0, fclCombineAct.cmbActCallback_t A_1)"
Il2Cpp/fclCombineAct.cs,0x0600B44B,100709451,,"public static fclCombineAct.cmbActCallback_t operator -(fclCombineAct.cmbActCallback_t A_0, fclCombineAct.cmbActCallback_t A_1)"
Il2Cpp/fclCombineAct.cs,0x0600B44E,100709454,cmbActTimeTable_t,public cmbActTimeTable_t(System.IntPtr pointer) : base(pointer)
Il2Cpp/fclCombineAct.cs,0x0600B457,100709463,cmbActTimeTableArry_t,public cmbActTimeTableArry_t(System.IntPtr pointer) : base(pointer)
Il2Cpp/fclCombineCalc.cs,0x06001F90,100671376,cmbChkCurse,public unsafe static sbyte cmbChkCurse()
Il2Cpp/fclCombineCalc.cs,0x06001F91,100671377,cmbInitCombineResultTable,public unsafe static void cmbInitCombineResultTable(int Mode)
Il2Cpp/fclCombineCalc.cs,0x06001F92,100671378,cmbCreateCombineResultTable,public unsafe static void cmbCreateCombineResultTable(sbyte Mode)
Il2Cpp/fclCombineCalc.cs,0x06001F93,100671379,cmbCreateLocalStock,public unsafe static void cmbCreateLocalStock()
Il2Cpp/fclCombineCalc.cs,0x06001F94,100671380,cmbCalcRoot,public unsafe static sbyte cmbCalcRoot()
Il2Cpp/fclCombineCalc.cs,0x06001F95,100671381,cmbCalcDevSel1st,public unsafe static void cmbCalcDevSel1st()
Il2Cpp/fclCombineCalc.cs,0x06001F96,100671382,cmbCalcDevSel2nd,public unsafe static void cmbCalcDevSel2nd()
Il2Cpp/fclCombineCalc.cs,0x06001F97,100671383,cmbCalcDevSelSac,public unsafe static void cmbCalcDevSelSac()
Il2Cpp/fclCombineCalc.cs,0x06001F98,100671384,cmbInitRibbon,public unsafe static void cmbInitRibbon(int Mode)
Il2Cpp/fclCombineCalc.cs,0x06001F99,100671385,cmbCalcBirthDevil,public unsafe static sbyte cmbCalcBirthDevil()
Il2Cpp/fclCombineCalc.cs,0x06001F9A,100671386,cmbCalcBirthDevil2,public unsafe static void cmbCalcBirthDevil2()
Il2Cpp/fclCombineCalc.cs,0x06001F9B,100671387,cmbAddBirthDevilToStock,"public unsafe static void cmbAddBirthDevilToStock(Il2CppReferenceArray<datUnitWork_t> pStock, int top, byte StockNums)"
Il2Cpp/fclCombineCalc.cs,0x06001F9C,100671388,cmbCalcError,public unsafe static void cmbCalcError()
Il2Cpp/fclCombineCalc.cs,0x06001F9D,100671389,cmbCalcIntroduce,public unsafe static sbyte cmbCalcIntroduce()
Il2Cpp/fclCombineCalc.cs,0x06001F9E,100671390,cmbCalcZensyo,public unsafe static int cmbCalcZensyo()
Il2Cpp/fclCombineCalc.cs,0x06001F9F,100671391,cmbCalcStatus,public unsafe static void cmbCalcStatus()
Il2Cpp/fclCombineCalc.cs,0x06001FA0,100671392,cmbCalcModelLoad,public unsafe static void cmbCalcModelLoad()
Il2Cpp/fclCombineCalc.cs,0x06001FA1,100671393,cmbCalcSequence,public unsafe static dds3ProcessFunc_t cmbCalcSequence(dds3ProcessID_t PID)
Il2Cpp/fclCombineCalc.cs,0x06001FA2,100671394,fclCombineCalc,public fclCombineCalc(System.IntPtr pointer) : base(pointer)
Il2Cpp/fclCombineCalc.cs,0x0600B45D,100709469,uv_s,public unsafe uv_s() : this(IL2CPP.il2cpp_object_new(Il2CppClassPointerStore<fclCombineCalc.uv_s>.NativeClassPtr))
Il2Cpp/fclCombineCalc.cs,0x0600B45E,100709470,uv_s,public uv_s(System.IntPtr pointer) : base(pointer)
Il2Cpp/fclCombineCalcCore.cs,0x06001FA6,100671398,cmbChkEventDevil,public unsafe static sbyte cmbChkEventDevil(ushort DevilID)
Il2Cpp/fclCombineCalcCore.cs,0x06001FA7,100671399,cmbGetPowerUpTableIndex,public unsafe static sbyte cmbGetPowerUpTableIndex(ushort MitamaID)
Il2Cpp/fclCombineCalcCore.cs,0x06001FA8,100671400,cmbCalcParamUpVal,"public unsafe static int cmbCalcParamUpVal(int Default, int MitamaUp, int ParamMax, byte Rate)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FA9,100671401,cmbCalcParamPowerUp,"public unsafe static sbyte cmbCalcParamPowerUp(ushort MitamaID, datUnitWork_t pStock)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FAA,100671402,cmbChkIkenieExtPattern,"public unsafe static sbyte cmbChkIkenieExtPattern(ushort Devil1ID, ushort Devil2ID, ushort SacrificeID)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FAB,100671403,cmbChkMetato,"public unsafe static int cmbChkMetato(ushort Devil1ID, ushort Devil2ID, ushort BirthDevilID)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FAC,100671404,cmbChkIkenieExtPatternDevRace,"public unsafe static ushort cmbChkIkenieExtPatternDevRace(ushort Devil1ID, ushort Devil2ID, ushort SacrificeID)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FAD,100671405,cmbChkIkenieExtPatternDev,"public unsafe static ushort cmbChkIkenieExtPatternDev(datUnitWork_t pDevil1, datUnitWork_t pDevil2, datUnitWork_t pSacrifice, sbyte CurseFlag, sbyte LevelMode)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FAE,100671406,cmbChkIkenieExtPatternBirthDevil,public unsafe static sbyte cmbChkIkenieExtPatternBirthDevil(ushort DevilID)
Il2Cpp/fclCombineCalcCore.cs,0x06001FAF,100671407,cmbGetRankUpDownDevil,"public unsafe static ushort cmbGetRankUpDownDevil(ushort DevilID, byte Flag)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FB0,100671408,cmbGetRankUpDown,"public unsafe static sbyte cmbGetRankUpDown(ushort SoulID, sbyte DevilRaceID)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FB1,100671409,cmbGetBirthSpirit,"public unsafe static ushort cmbGetBirthSpirit(ushort Devil1ID, ushort Devil2ID)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FB2,100671410,cmbGetKeisyoSkillEndIndex,public unsafe static sbyte cmbGetKeisyoSkillEndIndex(datUnitWork_t pStock)
Il2Cpp/fclCombineCalcCore.cs,0x06001FB3,100671411,cmbGetBirthDevilRace,"public unsafe static byte cmbGetBirthDevilRace(ushort Devil1ID, ushort Devil2ID, sbyte CurseFlag)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FB4,100671412,cmbGetAverageLevel,"public unsafe static int cmbGetAverageLevel(datUnitWork_t pDevil1, datUnitWork_t pDevil2, datUnitWork_t pDevil3, sbyte LevelMode)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FB5,100671413,cmbGetStockDevilInfo,"public unsafe static void cmbGetStockDevilInfo(datUnitWork_t pStock, ref ushort pBufID, ref byte pBufRace)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FB6,100671414,cmbChkExtPattern,"public unsafe static ushort cmbChkExtPattern(ushort Devil1ID, ushort Devil2ID)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FB7,100671415,cmbChkExtPatternBirthDevil,public unsafe static sbyte cmbChkExtPatternBirthDevil(ushort DevilID)
Il2Cpp/fclCombineCalcCore.cs,0x06001FB8,100671416,cmbChkMetaOnlyDevil,public unsafe static sbyte cmbChkMetaOnlyDevil(ushort DevilID)
Il2Cpp/fclCombineCalcCore.cs,0x06001FB9,100671417,cmbChkAccident,public unsafe static sbyte cmbChkAccident()
Il2Cpp/fclCombineCalcCore.cs,0x06001FBA,100671418,cmbChkAccidentType,public unsafe static sbyte cmbChkAccidentType()
Il2Cpp/fclCombineCalcCore.cs,0x06001FBB,100671419,cmbGetAccidentFailDevil,public unsafe static ushort cmbGetAccidentFailDevil(ushort BirthDevilID)
Il2Cpp/fclCombineCalcCore.cs,0x06001FBC,100671420,cmbRndGetAccidentBirthDevil,public unsafe static ushort cmbRndGetAccidentBirthDevil(ushort BirthDevilID)
Il2Cpp/fclCombineCalcCore.cs,0x06001FBD,100671421,cmbAddParamAccidentBirthDevil,public unsafe static void cmbAddParamAccidentBirthDevil(datUnitWork_t pStock)
Il2Cpp/fclCombineCalcCore.cs,0x06001FBE,100671422,cmbCalcNormal2,"public unsafe static ushort cmbCalcNormal2(datUnitWork_t pDevil1, datUnitWork_t pDevil2, sbyte CurseFlag, sbyte LevelMode)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FBF,100671423,cmbCalcDevil2,"public unsafe static int cmbCalcDevil2(datUnitWork_t pStock1, datUnitWork_t pStock2, sbyte CurseFlag, sbyte LevelMode, Il2CppStructArray<ushort> pID, Il2CppStructArray<byte> pRace, ref byte pResultType)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FC0,100671424,cmbCalcIkenieExp,"public unsafe static void cmbCalcIkenieExp(datUnitWork_t pStock, datUnitWork_t pDevil1, datUnitWork_t pDevil2, datUnitWork_t pSacrifice)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FC1,100671425,cmbChkIkenieIllegalDevil,public unsafe static sbyte cmbChkIkenieIllegalDevil(ushort DevilID)
Il2Cpp/fclCombineCalcCore.cs,0x06001FC2,100671426,cmbCalcIkenie,"public unsafe static ushort cmbCalcIkenie(datUnitWork_t pDevil1, datUnitWork_t pDevil2, datUnitWork_t pSacrifice, sbyte CurseFlag, sbyte LevelMode, Il2CppStructArray<ushort> pID, Il2CppStructArray<byte> pRace)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FC3,100671427,cmbGetEmptyStockIndex,"public unsafe static sbyte cmbGetEmptyStockIndex(Il2CppReferenceArray<datUnitWork_t> pStock, sbyte StockNums, int ofs = 0)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FC4,100671428,cmbGetStockDevilIndex,"public unsafe static sbyte cmbGetStockDevilIndex(ushort DevilID, Il2CppReferenceArray<datUnitWork_t> pStock, byte StockNums)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FC5,100671429,cmbAddKeisyoSkillFromSkill,"public unsafe static void cmbAddKeisyoSkillFromSkill(datUnitWork_t pDstStock, datUnitWork_t pSrcStock)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FC6,100671430,cmbDeleteKeisyoSkill,"public unsafe static void cmbDeleteKeisyoSkill(datUnitWork_t pStock, byte Index)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FC7,100671431,cmbMoveKeisyoSkillToSkill,"public unsafe static sbyte cmbMoveKeisyoSkillToSkill(ushort KeisyoSkillID, datUnitWork_t pStock)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FC8,100671432,cmbAddSkill,"public unsafe static sbyte cmbAddSkill(ushort SkillID, datUnitWork_t pStock)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FC9,100671433,cmbChkSkillOwner,"public unsafe static sbyte cmbChkSkillOwner(ushort SkillID, datUnitWork_t pStock)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FCA,100671434,cmbChkKeisyoSkillOwner,"public unsafe static sbyte cmbChkKeisyoSkillOwner(ushort SkillID, datUnitWork_t pStock)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FCB,100671435,cmbChkKeisyoSkillNums,public unsafe static sbyte cmbChkKeisyoSkillNums(datUnitWork_t pStock)
Il2Cpp/fclCombineCalcCore.cs,0x06001FCC,100671436,cmbCopyDefaultDevilToStock,"public unsafe static void cmbCopyDefaultDevilToStock(ushort DevilID, datUnitWork_t pStock)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FCD,100671437,cmbCopyCustomDevilToStock,"public unsafe static void cmbCopyCustomDevilToStock(datUnitWork_t pDstStock, datUnitWork_t pSrcStock)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FCE,100671438,cmbClearStock,public unsafe static void cmbClearStock(datUnitWork_t pStock)
Il2Cpp/fclCombineCalcCore.cs,0x06001FCF,100671439,cmbClearSkill,public unsafe static void cmbClearSkill(datUnitWork_t pStock)
Il2Cpp/fclCombineCalcCore.cs,0x06001FD0,100671440,cmbClearKeisyoSkill,public unsafe static void cmbClearKeisyoSkill(datUnitWork_t pStock)
Il2Cpp/fclCombineCalcCore.cs,0x06001FD1,100671441,cmbDeleteUnitFromStockList,public unsafe static void cmbDeleteUnitFromStockList(sbyte UnitWorkIdx)
Il2Cpp/fclCombineCalcCore.cs,0x06001FD2,100671442,cmbAddUnitToStockList,public unsafe static void cmbAddUnitToStockList(sbyte UnitWorkIdx)
Il2Cpp/fclCombineCalcCore.cs,0x06001FD3,100671443,cmbDeleteDevilFromStock,"public unsafe static sbyte cmbDeleteDevilFromStock(ushort DevilID, Il2CppReferenceArray<datUnitWork_t> pStock, int top, byte StockNums)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FD4,100671444,cmbAddDefaultDevilToStock,"public unsafe static sbyte cmbAddDefaultDevilToStock(ushort DevilID, Il2CppReferenceArray<datUnitWork_t> pStock, byte StockNums, int ofs = 0)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FD5,100671445,cmbAddCustomDevilToStock,"public unsafe static sbyte cmbAddCustomDevilToStock(datUnitWork_t pDevil, Il2CppReferenceArray<datUnitWork_t> pStock, byte StockNums, int ofs = 0)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FD6,100671446,cmbCalcTotalKeisyoSkillRate,public unsafe static int cmbCalcTotalKeisyoSkillRate(datUnitWork_t pStock)
Il2Cpp/fclCombineCalcCore.cs,0x06001FD7,100671447,cmbRndGetKeisyoSkill,public unsafe static ushort cmbRndGetKeisyoSkill(datUnitWork_t pStock)
Il2Cpp/fclCombineCalcCore.cs,0x06001FD8,100671448,cmbRndAddKeisyoSkillToSkill,"public unsafe static void cmbRndAddKeisyoSkillToSkill(datUnitWork_t pDevil1, datUnitWork_t pDevil2, datUnitWork_t pSacrifice, datUnitWork_t pStock, fclKeisyoList_t pKeisyoBuf, ref fclKeisyoListAll_t pKeisyoAllBuf)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FD9,100671449,cmbSetKeisyoListBuf,public unsafe static void cmbSetKeisyoListBuf(fclKeisyoList_t pKeisyoList)
Il2Cpp/fclCombineCalcCore.cs,0x06001FDA,100671450,GetcmbSetKeisyoListBuf,public unsafe static fclKeisyoList_t GetcmbSetKeisyoListBuf()
Il2Cpp/fclCombineCalcCore.cs,0x06001FDB,100671451,cmbSetKeisyoListAllBuf,public unsafe static void cmbSetKeisyoListAllBuf(fclKeisyoListAll_t pKeisyoListAll)
Il2Cpp/fclCombineCalcCore.cs,0x06001FDC,100671452,GetcmbSetKeisyoListAllBuf,public unsafe static fclKeisyoListAll_t GetcmbSetKeisyoListAllBuf()
Il2Cpp/fclCombineCalcCore.cs,0x06001FDD,100671453,cmbChkLastKeisyoSkill,public unsafe static sbyte cmbChkLastKeisyoSkill(ushort SkillID)
Il2Cpp/fclCombineCalcCore.cs,0x06001FDE,100671454,cmbGetTargetDevil,"public unsafe static ushort cmbGetTargetDevil(byte Race, byte Level)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FDF,100671455,cmbGetManinNeedItemID,public unsafe static ushort cmbGetManinNeedItemID()
Il2Cpp/fclCombineCalcCore.cs,0x06001FE0,100671456,cmbCalcCombineManin,public unsafe static ushort cmbCalcCombineManin(ushort DevilID)
Il2Cpp/fclCombineCalcCore.cs,0x06001FE1,100671457,cmbChkDante,"public unsafe static int cmbChkDante(datUnitWork_t pStock1, datUnitWork_t pStock2, datUnitWork_t pSacrifice)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FE2,100671458,cmbGetBirthDevil,"public unsafe static byte cmbGetBirthDevil(datUnitWork_t pStock1, datUnitWork_t pStock2, datUnitWork_t pSacrifice, datUnitWork_t pResultBuf, sbyte CurseFlag, sbyte LevelMode, sbyte AccidentMode, fclKeisyoList_t pKeisyoList, ref fclKeisyoListAll_t pKeisyoListAll)"
Il2Cpp/fclCombineCalcCore.cs,0x06001FE3,100671459,fclCombineCalcCore,public fclCombineCalcCore(System.IntPtr pointer) : base(pointer)
Il2Cpp/fclCombineDraw.cs,0x06001FE9,100671465,InitializeGameObject,public unsafe static void InitializeGameObject()
Il2Cpp/fclCombineDraw.cs,0x06001FEA,100671466,FinalizeGameObject,public unsafe static void FinalizeGameObject()
Il2Cpp/fclCombineDraw.cs,0x06001FEB,100671467,cmbDrawDevilInfo,"public unsafe static void cmbDrawDevilInfo(string path, uint Col, uint Col2, datUnitWork_t pStock, bool eff = false)"
Il2Cpp/fclCombineDraw.cs,0x06001FEC,100671468,cmbDrawDevilInfo,"public unsafe static void cmbDrawDevilInfo(string path, int idx, uint Col, uint Col2, datUnitWork_t pStock, int type)"
Il2Cpp/fclCombineDraw.cs,0x06001FED,100671469,cmbDrawDevilIcon,"public unsafe static void cmbDrawDevilIcon(string path, int type)"
Il2Cpp/fclCombineDraw.cs,0x06001FEE,100671470,cmbDrawCombineResultIcon,"public unsafe static void cmbDrawCombineResultIcon(GameObject o, int tx, sbyte type)"
Il2Cpp/fclCombineDraw.cs,0x06001FEF,100671471,cmbDrawStockDevilInfo,"public unsafe static void cmbDrawStockDevilInfo(sbyte SelPos, uint SelCol, cmpCursorInfo_t pCursorInfo, byte Type)"
Il2Cpp/fclCombineDraw.cs,0x06001FF0,100671472,cmbDrawSelDevInfo,"public unsafe static void cmbDrawSelDevInfo(string path, int index, datUnitWork_t pStock, sbyte type, int rate, int disp)"
Il2Cpp/fclCombineDraw.cs,0x06001FF1,100671473,cmbDrawPlayerInfo,"public unsafe static void cmbDrawPlayerInfo(datUnitWork_t pStock, int disp)"
Il2Cpp/fclCombineDraw.cs,0x06001FF2,100671474,cmbDrawRootMenu,public unsafe static void cmbDrawRootMenu(int Mode)
Il2Cpp/fclCombineDraw.cs,0x06001FF3,100671475,cmbDrawHelp,public unsafe static void cmbDrawHelp(int help)
Il2Cpp/fclCombineDraw.cs,0x06001FF4,100671476,cmbDrawInfoWindow,public unsafe static void cmbDrawInfoWindow(sbyte InfoType)
Il2Cpp/fclCombineDraw.cs,0x06001FF5,100671477,cmbDrawSelectCursor,"public unsafe static void cmbDrawSelectCursor(byte mode, uint Col, cmpCursorInfo_t pCI)"
Il2Cpp/fclCombineDraw.cs,0x06001FF6,100671478,cmbDrawSelDevilInfo,"public unsafe static void cmbDrawSelDevilInfo(int type, int disp)"
Il2Cpp/fclCombineDraw.cs,0x06001FF7,100671479,cmbDraw1stDevilSelect,public unsafe static void cmbDraw1stDevilSelect()
Il2Cpp/fclCombineDraw.cs,0x06001FF8,100671480,cmbDraw2ndDevilSelect,public unsafe static void cmbDraw2ndDevilSelect()
Il2Cpp/fclCombineDraw.cs,0x06001FF9,100671481,cmbDrawSacDevilSelect,public unsafe static void cmbDrawSacDevilSelect()
Il2Cpp/fclCombineDraw.cs,0x06001FFA,100671482,cmbDrawRibbon,public unsafe static void cmbDrawRibbon(int id)
Il2Cpp/fclCombineDraw.cs,0x06001FFB,100671483,cmbDrawStatus,public unsafe static void cmbDrawStatus()
Il2Cpp/fclCombineDraw.cs,0x06001FFC,100671484,cmbDrawStatusRibbon,public unsafe static void cmbDrawStatusRibbon()
Il2Cpp/fclCombineDraw.cs,0x06001FFD,100671485,cmbDrawStatusRibbon,"public unsafe static void cmbDrawStatusRibbon(Il2CppStringArray list, int mode)"
Il2Cpp/fclCombineDraw.cs,0x06001FFE,100671486,cmbDrawBirthDevilMaskBG,public unsafe static void cmbDrawBirthDevilMaskBG()
Il2Cpp/fclCombineDraw.cs,0x06001FFF,100671487,cmbDrawBirthDevil,public unsafe static void cmbDrawBirthDevil(int RibbonMode)
Il2Cpp/fclCombineDraw.cs,0x06002000,100671488,cmbDrawBirthDevilSelectSkillInit,public unsafe static void cmbDrawBirthDevilSelectSkillInit()
Il2Cpp/fclCombineDraw.cs,0x06002001,100671489,cmbDrawBirthDevilSelectSkillRet,public unsafe static void cmbDrawBirthDevilSelectSkillRet()
Il2Cpp/fclCombineDraw.cs,0x06002002,100671490,cmbDrawBirthDevilSelectSkillEnd,public unsafe static void cmbDrawBirthDevilSelectSkillEnd()
Il2Cpp/fclCombineDraw.cs,0x06002003,100671491,cmbDrawBirthDevilSelectSkill,public unsafe static void cmbDrawBirthDevilSelectSkill()
